Date,Product,Sales_Qty,Stock_Qty
2023-07-27,Wheat,53,118
2023-07-27,Sugar,43,87
2023-07-27,Tea,16,25
2023-07-27,Oil,21,46
2023-07-27,Biscuits,59,129
2023-07-27,Soap,34,50
2023-07-27,Shampoo,28,61
2023-07-28,Rice,57,103
2023-07-28,Wheat,50,62
2023-07-28,Sugar,42,66
2023-07-28,Tea,16,30
2023-07-28,Oil,25,73
2023-07-28,Biscuits,72,150
2023-07-28,Soap,31,85
2023-07-28,Shampoo,26,52
2023-07-29,Rice,69,166
2023-07-29,Wheat,53,157
2023-07-29,Sugar,45,132
2023-07-29,Tea,21,39
2023-07-29,Oil,21,41
2023-07-29,Biscuits,71,200
2023-07-29,Soap,34,65
2023-07-29,Shampoo,29,42
2023-07-30,Rice,64,82
2023-07-30,Wheat,54,140
2023-07-30,Sugar,54,102
2023-07-30,Tea,22,52
2023-07-30,Oil,29,60
2023-07-30,Biscuits,71,155
2023-07-30,Soap,48,137
2023-07-30,Shampoo,28,80
2023-07-31,Rice,63,105
2023-07-31,Wheat,50,96
2023-07-31,Sugar,46,100
2023-07-31,Tea,13,26
2023-07-31,Oil,23,66
2023-07-31,Biscuits,63,188
2023-07-31,Soap,38,65
2023-07-31,Shampoo,26,44
2023-08-01,Rice,56,102
2023-08-01,Wheat,50,112
2023-08-01,Sugar,49,122
2023-08-01,Tea,17,26
2023-08-01,Oil,25,57
2023-08-01,Biscuits,73,201
2023-08-01,Soap,26,43
2023-08-01,Shampoo,23,34
2023-08-02,Rice,58,173
2023-08-02,Wheat,51,76
2023-08-02,Sugar,51,128
2023-08-02,Tea,17,37
2023-08-02,Oil,21,58
2023-08-02,Biscuits,56,132
2023-08-02,Soap,34,101
2023-08-02,Shampoo,29,55
2023-08-03,Rice,53,137
2023-08-03,Wheat,58,102
2023-08-03,Sugar,47,70
2023-08-03,Tea,17,20
2023-08-03,Oil,24,37
2023-08-03,Biscuits,76,142
2023-08-03,Soap,32,60
2023-08-03,Shampoo,29,58
2023-08-04,Rice,59,169
2023-08-04,Wheat,49,126
2023-08-04,Sugar,43,74
2023-08-04,Tea,17,29
2023-08-04,Oil,22,51
2023-08-04,Biscuits,70,126
2023-08-04,Soap,31,59
2023-08-04,Shampoo,27,40
2023-08-05,Rice,65,128
2023-08-05,Wheat,55,114
2023-08-05,Sugar,48,92
2023-08-05,Tea,20,42
2023-08-05,Oil,29,71
2023-08-05,Biscuits,67,158
2023-08-05,Soap,39,92
2023-08-05,Shampoo,31,72
2023-08-06,Rice,64,114
2023-08-06,Wheat,60,133
2023-08-06,Sugar,44,114
2023-08-06,Tea,18,40
2023-08-06,Oil,27,43
2023-08-06,Biscuits,81,139
2023-08-06,Soap,39,88
2023-08-06,Shampoo,35,74
2023-08-07,Rice,62,80
2023-08-07,Wheat,45,94
2023-08-07,Sugar,41,118
2023-08-07,Tea,19,50
2023-08-07,Oil,21,44
2023-08-07,Biscuits,72,178
2023-08-07,Soap,33,70
2023-08-07,Shampoo,25,74
2023-08-08,Rice,52,66
2023-08-08,Wheat,55,98
2023-08-08,Sugar,40,77
2023-08-08,Tea,17,25
2023-08-08,Oil,21,53
2023-08-08,Biscuits,65,153
2023-08-08,Soap,34,70
2023-08-08,Shampoo,25,52
2023-08-09,Rice,55,90
2023-08-09,Wheat,49,129
2023-08-09,Sugar,42,79
2023-08-09,Tea,16,44
2023-08-09,Oil,21,47
2023-08-09,Biscuits,58,147
2023-08-09,Soap,36,102
2023-08-09,Shampoo,31,40
2023-08-10,Rice,60,88
2023-08-10,Wheat,52,111
2023-08-10,Sugar,51,137
2023-08-10,Tea,15,23
2023-08-10,Oil,22,44
2023-08-10,Biscuits,68,190
2023-08-10,Soap,29,39
2023-08-10,Shampoo,29,64
2023-08-11,Rice,49,98
2023-08-11,Wheat,52,130
2023-08-11,Sugar,42,125
2023-08-11,Tea,15,29
2023-08-11,Oil,20,24
2023-08-11,Biscuits,60,173
2023-08-11,Soap,32,61
2023-08-11,Shampoo,32,46
2023-08-12,Rice,76,218
2023-08-12,Wheat,59,131
2023-08-12,Sugar,49,94
2023-08-12,Tea,20,54
2023-08-12,Oil,31,67
2023-08-12,Biscuits,84,114
2023-08-12,Soap,44,113
2023-08-12,Shampoo,24,45
2023-08-13,Rice,64,118
2023-08-13,Wheat,59,124
2023-08-13,Sugar,56,152
2023-08-13,Tea,19,39
2023-08-13,Oil,25,59
2023-08-13,Biscuits,75,205
2023-08-13,Soap,41,111
2023-08-13,Shampoo,37,79
2023-08-14,Rice,49,59
2023-08-14,Wheat,48,106
2023-08-14,Sugar,52,89
2023-08-14,Tea,15,22
2023-08-14,Oil,21,61
2023-08-14,Biscuits,60,143
2023-08-14,Soap,29,59
2023-08-14,Shampoo,31,88
2023-08-15,Rice,55,164
2023-08-15,Wheat,47,67
2023-08-15,Sugar,38,80
2023-08-15,Tea,15,37
2023-08-15,Oil,22,38
2023-08-15,Biscuits,65,188
2023-08-15,Soap,37,100
2023-08-15,Shampoo,24,63
2023-08-16,Rice,57,116
2023-08-16,Wheat,49,135
2023-08-16,Sugar,40,85
2023-08-16,Tea,16,22
2023-08-16,Oil,22,32
2023-08-16,Biscuits,71,97
2023-08-16,Soap,30,41
2023-08-16,Shampoo,30,54
2023-08-17,Rice,54,93
2023-08-17,Wheat,53,111
2023-08-17,Sugar,39,54
2023-08-17,Tea,18,23
2023-08-17,Oil,23,46
2023-08-17,Biscuits,74,195
2023-08-17,Soap,30,73
2023-08-17,Shampoo,29,51
2023-08-18,Rice,55,66
2023-08-18,Wheat,48,101
2023-08-18,Sugar,44,128
2023-08-18,Tea,15,21
2023-08-18,Oil,24,34
2023-08-18,Biscuits,52,64
2023-08-18,Soap,36,71
2023-08-18,Shampoo,32,91
2023-08-19,Rice,67,186
2023-08-19,Wheat,57,101
2023-08-19,Sugar,61,142
2023-08-19,Tea,18,39
2023-08-19,Oil,25,34
2023-08-19,Biscuits,65,90
2023-08-19,Soap,35,73
2023-08-19,Shampoo,31,60
2023-08-20,Rice,66,134
2023-08-20,Wheat,51,88
2023-08-20,Sugar,51,74
2023-08-20,Tea,19,33
2023-08-20,Oil,25,67
2023-08-20,Biscuits,104,134
2023-08-20,Soap,40,62
2023-08-20,Shampoo,31,78
2023-08-21,Rice,53,98
2023-08-21,Wheat,43,126
2023-08-21,Sugar,38,84
2023-08-21,Tea,17,39
2023-08-21,Oil,21,41
2023-08-21,Biscuits,80,104
2023-08-21,Soap,31,39
2023-08-21,Shampoo,30,85
2023-08-22,Rice,65,167
2023-08-22,Wheat,46,107
2023-08-22,Sugar,44,88
2023-08-22,Tea,16,28
2023-08-22,Oil,23,37
2023-08-22,Biscuits,59,77
2023-08-22,Soap,31,73
2023-08-22,Shampoo,28,43
2023-08-23,Rice,57,113
2023-08-23,Wheat,45,76
2023-08-23,Sugar,46,112
2023-08-23,Tea,15,24
2023-08-23,Oil,21,43
2023-08-23,Biscuits,60,171
2023-08-23,Soap,34,55
2023-08-23,Shampoo,18,23
2023-08-24,Rice,60,96
2023-08-24,Wheat,50,131
2023-08-24,Sugar,51,109
2023-08-24,Tea,15,37
2023-08-24,Oil,21,31
2023-08-24,Biscuits,63,133
2023-08-24,Soap,30,54
2023-08-24,Shampoo,26,77
2023-08-25,Rice,57,118
2023-08-25,Wheat,46,67
2023-08-25,Sugar,41,84
2023-08-25,Tea,17,45
2023-08-25,Oil,20,35
2023-08-25,Biscuits,72,173
2023-08-25,Soap,34,66
2023-08-25,Shampoo,25,74
2023-08-26,Rice,69,132
2023-08-26,Wheat,59,165
2023-08-26,Sugar,44,109
2023-08-26,Tea,19,44
2023-08-26,Oil,24,45
2023-08-26,Biscuits,83,172
2023-08-26,Soap,38,85
2023-08-26,Shampoo,31,53
2023-08-27,Rice,73,200
2023-08-27,Wheat,53,67
2023-08-27,Sugar,55,160
2023-08-27,Tea,18,27
2023-08-27,Oil,27,65
2023-08-27,Biscuits,89,123
2023-08-27,Soap,39,107
2023-08-27,Shampoo,35,86
2023-08-28,Rice,55,73
2023-08-28,Wheat,44,81
2023-08-28,Sugar,44,92
2023-08-28,Tea,16,27
2023-08-28,Oil,20,38
2023-08-28,Biscuits,66,193
2023-08-28,Soap,31,55
2023-08-28,Shampoo,27,56
2023-08-29,Rice,57,105
2023-08-29,Wheat,53,99
2023-08-29,Sugar,38,108
2023-08-29,Tea,17,29
2023-08-29,Oil,19,46
2023-08-29,Biscuits,69,180
2023-08-29,Soap,34,90
2023-08-29,Shampoo,26,39
2023-08-30,Rice,51,103
2023-08-30,Wheat,43,113
2023-08-30,Sugar,36,73
2023-08-30,Tea,12,24
2023-08-30,Oil,17,31
2023-08-30,Biscuits,69,183
2023-08-30,Soap,29,39
2023-08-30,Shampoo,29,51
2023-08-31,Rice,59,135
2023-08-31,Wheat,56,70
2023-08-31,Sugar,48,120
2023-08-31,Tea,16,31
2023-08-31,Oil,21,35
2023-08-31,Biscuits,57,82
2023-08-31,Soap,35,52
2023-08-31,Shampoo,28,78
2023-09-01,Rice,52,122
2023-09-01,Wheat,51,72
2023-09-01,Sugar,33,48
2023-09-01,Tea,16,41
2023-09-01,Oil,19,34
2023-09-01,Biscuits,68,122
2023-09-01,Soap,31,91
2023-09-01,Shampoo,27,51
2023-09-02,Rice,63,173
2023-09-02,Wheat,60,167
2023-09-02,Sugar,56,167
2023-09-02,Tea,22,33
2023-09-02,Oil,25,68
2023-09-02,Biscuits,82,116
2023-09-02,Soap,40,103
2023-09-02,Shampoo,33,62
2023-09-03,Rice,64,132
2023-09-03,Wheat,43,58
2023-09-03,Sugar,50,95
2023-09-03,Tea,20,50
2023-09-03,Oil,29,85
2023-09-03,Biscuits,81,217
2023-09-03,Soap,35,68
2023-09-03,Shampoo,31,54
2023-09-04,Rice,57,120
2023-09-04,Wheat,47,134
2023-09-04,Sugar,39,111
2023-09-04,Tea,17,44
2023-09-04,Oil,21,38
2023-09-04,Biscuits,68,105
2023-09-04,Soap,26,31
2023-09-04,Shampoo,27,80
2023-09-05,Rice,62,158
2023-09-05,Wheat,53,146
2023-09-05,Sugar,47,105
2023-09-05,Tea,16,27
2023-09-05,Oil,20,31
2023-09-05,Biscuits,67,192
2023-09-05,Soap,38,102
2023-09-05,Shampoo,28,67
2023-09-06,Rice,61,89
2023-09-06,Wheat,46,120
2023-09-06,Sugar,47,90
2023-09-06,Tea,14,38
2023-09-06,Oil,18,29
2023-09-06,Biscuits,74,156
2023-09-06,Soap,32,54
2023-09-06,Shampoo,29,55
2023-09-07,Rice,59,149
2023-09-07,Wheat,36,45
2023-09-07,Sugar,41,85
2023-09-07,Tea,17,28
2023-09-07,Oil,20,59
2023-09-07,Biscuits,63,188
2023-09-07,Soap,36,73
2023-09-07,Shampoo,27,45
2023-09-08,Rice,59,166
2023-09-08,Wheat,50,83
2023-09-08,Sugar,44,63
2023-09-08,Tea,17,32
2023-09-08,Oil,17,44
2023-09-08,Biscuits,75,218
2023-09-08,Soap,35,70
2023-09-08,Shampoo,27,37
2023-09-09,Rice,69,176
2023-09-09,Wheat,59,160
2023-09-09,Sugar,56,131
2023-09-09,Tea,19,34
2023-09-09,Oil,23,60
2023-09-09,Biscuits,85,111
2023-09-09,Soap,40,70
2023-09-09,Shampoo,29,51
2023-09-10,Rice,71,145
2023-09-10,Wheat,57,122
2023-09-10,Sugar,52,96
2023-09-10,Tea,18,45
2023-09-10,Oil,26,72
2023-09-10,Biscuits,80,186
2023-09-10,Soap,41,79
2023-09-10,Shampoo,32,70
2023-09-11,Rice,51,77
2023-09-11,Wheat,44,99
2023-09-11,Sugar,47,57
2023-09-11,Tea,16,43
2023-09-11,Oil,24,58
2023-09-11,Biscuits,68,118
2023-09-11,Soap,29,80
2023-09-11,Shampoo,33,41
2023-09-12,Rice,51,148
2023-09-12,Wheat,45,127
2023-09-12,Sugar,47,101
2023-09-12,Tea,17,35
2023-09-12,Oil,20,43
2023-09-12,Biscuits,67,115
2023-09-12,Soap,38,77
2023-09-12,Shampoo,30,54
2023-09-13,Rice,55,128
2023-09-13,Wheat,41,74
2023-09-13,Sugar,47,68
2023-09-13,Tea,15,25
2023-09-13,Oil,22,29
2023-09-13,Biscuits,68,90
2023-09-13,Soap,33,49
2023-09-13,Shampoo,30,68
2023-09-14,Rice,48,104
2023-09-14,Wheat,53,148
2023-09-14,Sugar,38,66
2023-09-14,Tea,17,32
2023-09-14,Oil,21,60
2023-09-14,Biscuits,61,161
2023-09-14,Soap,36,83
2023-09-14,Shampoo,26,59
2023-09-15,Rice,61,107
2023-09-15,Wheat,49,106
2023-09-15,Sugar,36,91
2023-09-15,Tea,15,33
2023-09-15,Oil,21,36
2023-09-15,Biscuits,73,161
2023-09-15,Soap,30,70
2023-09-15,Shampoo,25,39
2023-09-16,Rice,62,135
2023-09-16,Wheat,59,94
2023-09-16,Sugar,56,78
2023-09-16,Tea,22,56
2023-09-16,Oil,23,57
2023-09-16,Biscuits,77,229
2023-09-16,Soap,40,117
2023-09-16,Shampoo,30,46
2023-09-17,Rice,67,179
2023-09-17,Wheat,64,117
2023-09-17,Sugar,52,85
2023-09-17,Tea,18,46
2023-09-17,Oil,25,32
2023-09-17,Biscuits,71,176
2023-09-17,Soap,44,118
2023-09-17,Shampoo,26,55
2023-09-18,Rice,53,88
2023-09-18,Wheat,56,165
2023-09-18,Sugar,49,106
2023-09-18,Tea,18,36
2023-09-18,Oil,23,29
2023-09-18,Biscuits,62,110
2023-09-18,Soap,29,48
2023-09-18,Shampoo,27,79
2023-09-19,Rice,55,154
2023-09-19,Wheat,46,93
2023-09-19,Sugar,40,71
2023-09-19,Tea,18,43
2023-09-19,Oil,14,36
2023-09-19,Biscuits,60,110
2023-09-19,Soap,35,60
2023-09-19,Shampoo,27,73
2023-09-20,Rice,54,118
2023-09-20,Wheat,49,73
2023-09-20,Sugar,45,124
2023-09-20,Tea,15,32
2023-09-20,Oil,19,47
2023-09-20,Biscuits,50,146
2023-09-20,Soap,34,59
2023-09-20,Shampoo,23,33
2023-09-21,Rice,53,97
2023-09-21,Wheat,44,129
2023-09-21,Sugar,37,79
2023-09-21,Tea,17,26
2023-09-21,Oil,21,39
2023-09-21,Biscuits,69,120
2023-09-21,Soap,31,75
2023-09-21,Shampoo,27,63
2023-09-22,Rice,58,78
2023-09-22,Wheat,49,115
2023-09-22,Sugar,41,69
2023-09-22,Tea,16,19
2023-09-22,Oil,22,47
2023-09-22,Biscuits,59,124
2023-09-22,Soap,38,74
2023-09-22,Shampoo,26,38
2023-09-23,Rice,62,125
2023-09-23,Wheat,62,102
2023-09-23,Sugar,50,148
2023-09-23,Tea,22,53
2023-09-23,Oil,28,66
2023-09-23,Biscuits,86,201
2023-09-23,Soap,36,69
2023-09-23,Shampoo,32,59
2023-09-24,Rice,68,196
2023-09-24,Wheat,58,107
2023-09-24,Sugar,56,90
2023-09-24,Tea,20,37
2023-09-24,Oil,25,49
2023-09-24,Biscuits,76,217
2023-09-24,Soap,39,67
2023-09-24,Shampoo,25,32
2023-09-25,Rice,63,104
2023-09-25,Wheat,54,139
2023-09-25,Sugar,47,62
2023-09-25,Tea,16,19
2023-09-25,Oil,18,35
2023-09-25,Biscuits,63,166
2023-09-25,Soap,29,60
2023-09-25,Shampoo,24,57
2023-09-26,Rice,53,154
2023-09-26,Wheat,40,86
2023-09-26,Sugar,49,109
2023-09-26,Tea,18,51
2023-09-26,Oil,24,35
2023-09-26,Biscuits,74,176
2023-09-26,Soap,36,103
2023-09-26,Shampoo,33,43
2023-09-27,Rice,46,65
2023-09-27,Wheat,37,64
2023-09-27,Sugar,43,94
2023-09-27,Tea,16,29
2023-09-27,Oil,23,38
2023-09-27,Biscuits,71,204
2023-09-27,Soap,33,62
2023-09-27,Shampoo,26,73
2023-09-28,Rice,51,150
2023-09-28,Wheat,54,95
2023-09-28,Sugar,39,61
2023-09-28,Tea,16,45
2023-09-28,Oil,23,43
2023-09-28,Biscuits,65,191
2023-09-28,Soap,37,57
2023-09-28,Shampoo,24,51
2023-09-29,Rice,65,151
2023-09-29,Wheat,47,107
2023-09-29,Sugar,42,80
2023-09-29,Tea,18,32
2023-09-29,Oil,21,47
2023-09-29,Biscuits,48,114
2023-09-29,Soap,38,65
2023-09-29,Shampoo,29,80
2023-09-30,Rice,64,187
2023-09-30,Wheat,65,181
2023-09-30,Sugar,54,133
2023-09-30,Tea,20,56
2023-09-30,Oil,25,72
2023-09-30,Biscuits,76,227
2023-09-30,Soap,34,66
2023-09-30,Shampoo,36,58
2023-10-01,Rice,72,189
2023-10-01,Wheat,56,157
2023-10-01,Sugar,56,138
2023-10-01,Tea,15,31
2023-10-01,Oil,32,42
2023-10-01,Biscuits,84,104
2023-10-01,Soap,41,89
2023-10-01,Shampoo,30,61
2023-10-02,Rice,61,95
2023-10-02,Wheat,43,67
2023-10-02,Sugar,42,71
2023-10-02,Tea,19,25
2023-10-02,Oil,22,47
2023-10-02,Biscuits,74,205
2023-10-02,Soap,35,72
2023-10-02,Shampoo,28,55
2023-10-03,Rice,63,184
2023-10-03,Wheat,53,74
2023-10-03,Sugar,50,87
2023-10-03,Tea,18,35
2023-10-03,Oil,18,53
2023-10-03,Biscuits,75,119
2023-10-03,Soap,39,111
2023-10-03,Shampoo,29,72
2023-10-04,Rice,54,102
2023-10-04,Wheat,44,117
2023-10-04,Sugar,49,114
2023-10-04,Tea,15,23
2023-10-04,Oil,25,33
2023-10-04,Biscuits,79,213
2023-10-04,Soap,32,46
2023-10-04,Shampoo,26,58
2023-10-05,Rice,52,115
2023-10-05,Wheat,51,104
2023-10-05,Sugar,36,80
2023-10-05,Tea,15,23
2023-10-05,Oil,21,55
2023-10-05,Biscuits,64,109
2023-10-05,Soap,31,42
2023-10-05,Shampoo,24,31
2023-10-06,Rice,54,146
2023-10-06,Wheat,54,105
2023-10-06,Sugar,44,84
2023-10-06,Tea,17,40
2023-10-06,Oil,23,46
2023-10-06,Biscuits,67,129
2023-10-06,Soap,35,57
2023-10-06,Shampoo,22,29
2023-10-07,Rice,68,198
2023-10-07,Wheat,61,101
2023-10-07,Sugar,45,54
2023-10-07,Tea,19,48
2023-10-07,Oil,26,45
2023-10-07,Biscuits,75,125
2023-10-07,Soap,41,91
2023-10-07,Shampoo,30,55
2023-10-08,Rice,81,197
2023-10-08,Wheat,48,69
2023-10-08,Sugar,47,84
2023-10-08,Tea,22,39
2023-10-08,Oil,23,30
2023-10-08,Biscuits,91,258
2023-10-08,Soap,40,90
2023-10-08,Shampoo,33,92
2023-10-09,Rice,57,131
2023-10-09,Wheat,53,102
2023-10-09,Sugar,44,71
2023-10-09,Tea,15,40
2023-10-09,Oil,21,50
2023-10-09,Biscuits,61,151
2023-10-09,Soap,32,78
2023-10-09,Shampoo,29,41
2023-10-10,Rice,57,162
2023-10-10,Wheat,50,127
2023-10-10,Sugar,55,132
2023-10-10,Tea,17,49
2023-10-10,Oil,24,47
2023-10-10,Biscuits,57,94
2023-10-10,Soap,34,57
2023-10-10,Shampoo,26,37
2023-10-11,Rice,60,167
2023-10-11,Wheat,52,64
2023-10-11,Sugar,52,72
2023-10-11,Tea,17,23
2023-10-11,Oil,21,58
2023-10-11,Biscuits,64,191
2023-10-11,Soap,34,84
2023-10-11,Shampoo,27,68
2023-10-12,Rice,61,137
2023-10-12,Wheat,51,99
2023-10-12,Sugar,49,97
2023-10-12,Tea,17,37
2023-10-12,Oil,22,61
2023-10-12,Biscuits,69,113
2023-10-12,Soap,32,73
2023-10-12,Shampoo,26,75
2023-10-13,Rice,53,102
2023-10-13,Wheat,52,141
2023-10-13,Sugar,42,118
2023-10-13,Tea,16,21
2023-10-13,Oil,21,45
2023-10-13,Biscuits,69,151
2023-10-13,Soap,32,48
2023-10-13,Shampoo,24,59
2023-10-14,Rice,69,202
2023-10-14,Wheat,51,137
2023-10-14,Sugar,54,108
2023-10-14,Tea,21,42
2023-10-14,Oil,26,49
2023-10-14,Biscuits,80,133
2023-10-14,Soap,38,89
2023-10-14,Shampoo,29,86
2023-10-15,Rice,63,79
2023-10-15,Wheat,60,115
2023-10-15,Sugar,47,112
2023-10-15,Tea,19,24
2023-10-15,Oil,26,42
2023-10-15,Biscuits,71,179
2023-10-15,Soap,41,108
2023-10-15,Shampoo,35,44
2023-10-16,Rice,63,179
2023-10-16,Wheat,44,94
2023-10-16,Sugar,44,61
2023-10-16,Tea,18,41
2023-10-16,Oil,26,70
2023-10-16,Biscuits,59,71
2023-10-16,Soap,30,40
2023-10-16,Shampoo,27,46
2023-10-17,Rice,80,116
2023-10-17,Wheat,71,203
2023-10-17,Sugar,61,123
2023-10-17,Tea,20,25
2023-10-17,Oil,35,90
2023-10-17,Biscuits,85,223
2023-10-17,Soap,53,137
2023-10-17,Shampoo,34,41
2023-10-18,Rice,88,202
2023-10-18,Wheat,76,188
2023-10-18,Sugar,66,101
2023-10-18,Tea,22,46
2023-10-18,Oil,36,58
2023-10-18,Biscuits,91,187
2023-10-18,Soap,57,69
2023-10-18,Shampoo,38,63
2023-10-19,Rice,90,145
2023-10-19,Wheat,78,99
2023-10-19,Sugar,59,92
2023-10-19,Tea,30,68
2023-10-19,Oil,26,35
2023-10-19,Biscuits,79,165
2023-10-19,Soap,56,136
2023-10-19,Shampoo,47,79
2023-10-20,Rice,84,177
2023-10-20,Wheat,77,187
2023-10-20,Sugar,54,146
2023-10-20,Tea,26,72
2023-10-20,Oil,32,78
2023-10-20,Biscuits,111,271
2023-10-20,Soap,52,72
2023-10-20,Shampoo,32,76
2023-10-21,Rice,102,297
2023-10-21,Wheat,89,255
2023-10-21,Sugar,75,167
2023-10-21,Tea,31,63
2023-10-21,Oil,37,59
2023-10-21,Biscuits,117,248
2023-10-21,Soap,55,123
2023-10-21,Shampoo,41,112
2023-10-22,Rice,106,223
2023-10-22,Wheat,83,183
2023-10-22,Sugar,82,240
2023-10-22,Tea,31,92
2023-10-22,Oil,35,86
2023-10-22,Biscuits,114,280
2023-10-22,Soap,53,86
2023-10-22,Shampoo,55,123
2023-10-23,Rice,89,255
2023-10-23,Wheat,75,223
2023-10-23,Sugar,71,87
2023-10-23,Tea,26,49
2023-10-23,Oil,32,80
2023-10-23,Biscuits,90,267
2023-10-23,Soap,61,97
2023-10-23,Shampoo,34,76
2023-10-24,Rice,78,122
2023-10-24,Wheat,73,183
2023-10-24,Sugar,74,139
2023-10-24,Tea,25,53
2023-10-24,Oil,33,57
2023-10-24,Biscuits,104,222
2023-10-24,Soap,52,88
2023-10-24,Shampoo,38,88
2023-10-25,Rice,86,148
2023-10-25,Wheat,83,224
2023-10-25,Sugar,67,123
2023-10-25,Tea,23,65
2023-10-25,Oil,38,91
2023-10-25,Biscuits,90,118
2023-10-25,Soap,48,108
2023-10-25,Shampoo,42,82
2023-10-26,Rice,66,190
2023-10-26,Wheat,76,167
2023-10-26,Sugar,60,91
2023-10-26,Tea,26,38
2023-10-26,Oil,33,44
2023-10-26,Biscuits,101,156
2023-10-26,Soap,48,108
2023-10-26,Shampoo,32,94
2023-10-27,Rice,78,109
2023-10-27,Wheat,80,176
2023-10-27,Sugar,76,99
2023-10-27,Tea,26,67
2023-10-27,Oil,35,88
2023-10-27,Biscuits,110,252
2023-10-27,Soap,43,111
2023-10-27,Shampoo,41,62
2023-10-28,Rice,106,199
2023-10-28,Wheat,91,156
2023-10-28,Sugar,91,133
2023-10-28,Tea,28,77
2023-10-28,Oil,40,101
2023-10-28,Biscuits,114,162
2023-10-28,Soap,59,164
2023-10-28,Shampoo,51,114
2023-10-29,Rice,100,206
2023-10-29,Wheat,102,180
2023-10-29,Sugar,74,176
2023-10-29,Tea,29,38
2023-10-29,Oil,37,47
2023-10-29,Biscuits,112,147
2023-10-29,Soap,50,110
2023-10-29,Shampoo,43,115
2023-10-30,Rice,75,178
2023-10-30,Wheat,72,104
2023-10-30,Sugar,56,129
2023-10-30,Tea,25,65
2023-10-30,Oil,34,61
2023-10-30,Biscuits,102,242
2023-10-30,Soap,49,102
2023-10-30,Shampoo,34,90
2023-10-31,Rice,79,109
2023-10-31,Wheat,74,202
2023-10-31,Sugar,54,145
2023-10-31,Tea,25,63
2023-10-31,Oil,35,79
2023-10-31,Biscuits,109,204
2023-10-31,Soap,47,82
2023-10-31,Shampoo,39,87
2023-11-01,Rice,44,116
2023-11-01,Wheat,51,63
2023-11-01,Sugar,41,63
2023-11-01,Tea,15,37
2023-11-01,Oil,25,42
2023-11-01,Biscuits,73,209
2023-11-01,Soap,39,91
2023-11-01,Shampoo,27,67
2023-11-02,Rice,58,140
2023-11-02,Wheat,50,69
2023-11-02,Sugar,41,57
2023-11-02,Tea,18,23
2023-11-02,Oil,23,64
2023-11-02,Biscuits,68,121
2023-11-02,Soap,27,75
2023-11-02,Shampoo,25,69
2023-11-03,Rice,57,142
2023-11-03,Wheat,49,105
2023-11-03,Sugar,34,85
2023-11-03,Tea,17,31
2023-11-03,Oil,24,49
2023-11-03,Biscuits,55,159
2023-11-03,Soap,31,71
2023-11-03,Shampoo,32,67
2023-11-04,Rice,62,146
2023-11-04,Wheat,65,148
2023-11-04,Sugar,45,75
2023-11-04,Tea,23,34
2023-11-04,Oil,21,29
2023-11-04,Biscuits,73,148
2023-11-04,Soap,41,50
2023-11-04,Shampoo,41,56
2023-11-05,Rice,117,202
2023-11-05,Wheat,92,254
2023-11-05,Sugar,70,148
2023-11-05,Tea,29,65
2023-11-05,Oil,44,103
2023-11-05,Biscuits,124,186
2023-11-05,Soap,55,89
2023-11-05,Shampoo,51,83
2023-11-06,Rice,94,174
2023-11-06,Wheat,68,163
2023-11-06,Sugar,57,166
2023-11-06,Tea,28,73
2023-11-06,Oil,34,50
2023-11-06,Biscuits,109,296
2023-11-06,Soap,47,79
2023-11-06,Shampoo,38,49
2023-11-07,Rice,86,256
2023-11-07,Wheat,75,127
2023-11-07,Sugar,80,139
2023-11-07,Tea,23,52
2023-11-07,Oil,36,61
2023-11-07,Biscuits,103,126
2023-11-07,Soap,45,68
2023-11-07,Shampoo,35,79
2023-11-08,Rice,82,133
2023-11-08,Wheat,71,105
2023-11-08,Sugar,60,103
2023-11-08,Tea,22,64
2023-11-08,Oil,35,94
2023-11-08,Biscuits,108,266
2023-11-08,Soap,51,61
2023-11-08,Shampoo,45,95
2023-11-09,Rice,81,165
2023-11-09,Wheat,71,98
2023-11-09,Sugar,66,134
2023-11-09,Tea,23,61
2023-11-09,Oil,33,58
2023-11-09,Biscuits,102,241
2023-11-09,Soap,46,75
2023-11-09,Shampoo,40,80
2023-11-10,Rice,85,174
2023-11-10,Wheat,69,204
2023-11-10,Sugar,51,80
2023-11-10,Tea,22,61
2023-11-10,Oil,33,64
2023-11-10,Biscuits,111,139
2023-11-10,Soap,53,78
2023-11-10,Shampoo,41,61
2023-11-11,Rice,97,145
2023-11-11,Wheat,80,239
2023-11-11,Sugar,82,191
2023-11-11,Tea,35,49
2023-11-11,Oil,41,117
2023-11-11,Biscuits,122,344
2023-11-11,Soap,51,92
2023-11-11,Shampoo,53,134
2023-11-12,Rice,93,265
2023-11-12,Wheat,98,254
2023-11-12,Sugar,69,90
2023-11-12,Tea,24,70
2023-11-12,Oil,47,121
2023-11-12,Biscuits,113,214
2023-11-12,Soap,60,103
2023-11-12,Shampoo,43,61
2023-11-13,Rice,93,168
2023-11-13,Wheat,65,87
2023-11-13,Sugar,66,121
2023-11-13,Tea,22,35
2023-11-13,Oil,31,55
2023-11-13,Biscuits,117,198
2023-11-13,Soap,47,59
2023-11-13,Shampoo,43,104
2023-11-14,Rice,80,109
2023-11-14,Wheat,78,98
2023-11-14,Sugar,62,94
2023-11-14,Tea,27,33
2023-11-14,Oil,32,80
2023-11-14,Biscuits,72,190
2023-11-14,Soap,53,155
2023-11-14,Shampoo,45,100
